36,92,1
78,61,1
82,63,1
90,36,1
69,42,1
46,31,1
63,64,1
64,16,1
84,16,1
46,13,1
21,45,1
52,10,1
10,20,1
58,5,1
6,80,1
17,89,1
45,23,1
18,70,1
79,67,1
43,32,1
79,73,1
16,32,1
81,22,1
41,59,1
62,35,1
27,99,1
43,38,1
19,10,1
84,50,1
20,53,1
48,8,1
66,29,1
77,52,1
94,13,1
75,52,1
19,61,1
88,65,1
63,28,1
51,43,1
20,30,1
52,1,1
49,21,1
55,62,1
87,4,1
10,82,1
77,66,1
11,79,1
35,35,1
3,39,1
53,31,1
31,2,1
12,109,1
19,64,1
11,99,1
68,2,1
9,60,1
37,87,1
57,44,1
18,31,1
50,80,1
38,102,1
22,86,1
44,58,1
17,70,1
31,75,1
15,81,1
84,49,1
59,40,1
106,23,1
89,18,1
81,72,1
44,37,1
46,29,1
12,77,1
93,11,1
36,88,1
46,44,1
5,101,1
0,44,1
51,77,1
75,5,1
99,21,1
20,102,1
99,4,1
73,35,1
51,49,1
55,32,1
6,96,1
82,39,1
74,26,1
20,37,1
58,24,1
76,13,1
15,95,1
95,9,1
82,43,1
53,39,1
23,105,1
103,26,1
62,0,1
12,68,1
53,6,1
4,104,1
51,28,1
12,108,1
80,64,1
91,53,1
92,20,1
42,50,1
33,21,1
79,14,1
45,89,1
48,53,1
18,105,1
24,47,1
73,47,1
25,34,1
8,68,1
12,92,1
55,35,1
15,11,1
10,50,1
54,95,1
55,69,1
14,99,1
2,85,1
3,68,1
89,53,1
14,35,1
43,29,1
3,71,1
81,58,1
49,93,1
98,38,1
95,47,1
22,44,1
9,31,1
6,73,1
26,40,1
25,104,1
78,20,1
13,62,1
67,33,1
73,75,1
21,5,1
18,42,1
9,82,1
15,93,1
102,12,1
68,86,1
22,80,1
7,80,1
18,65,1
50,77,1
8,79,1
48,22,1
74,14,1
2,99,1
29,35,1
7,59,1
47,47,1
42,4,1
22,18,1
44,92,1
29,21,1
1,43,1
24,20,1
106,19,1
77,55,1
80,1,1
44,30,1
58,26,1
40,7,1
99,37,1
90,52,1
33,59,1
65,30,1
66,51,1
29,91,1
70,17,1
33,11,1
51,91,1
11,78,1
4,4,1
82,50,1
20,2,1
46,51,1
102,30,1
17,62,1
0,71,1
55,41,1
11,12,1
4,78,1
83,3,1
102,0,1
