79,140,1
127,97,1
139,84,1
142,89,1
130,67,1
122,71,1
153,82,1
132,34,1
125,28,1
141,106,1
127,26,1
127,26,1
102,26,1
131,21,1
22,17,1
173,28,1
99,48,1
128,134,1
52,175,1
33,35,1
77,119,1
59,174,1
115,23,1
148,29,1
104,115,1
130,138,1
1,40,1
20,141,1
10,27,1
146,103,1
9,24,1
88,130,1
125,71,1
136,58,1
10,103,1
81,70,1
100,124,1
146,45,1
40,104,1
46,177,1
127,119,1
136,77,1
28,147,1
70,54,1
115,39,1
134,103,1
56,46,1
167,84,1
153,17,1
93,136,1
165,67,1
74,57,1
25,26,1
81,120,1
156,95,1
171,4,1
147,6,1
158,81,1
14,21,1
33,102,1
79,119,1
106,77,1
95,149,1
34,31,1
118,22,1
163,34,1
105,68,1
2,58,1
15,149,1
23,66,1
30,4,1
103,80,1
4,52,1
65,108,1
38,108,1
166,9,1
16,91,1
176,1,1
2,16,1
56,121,1
61,17,1
66,31,1
130,24,1
3,93,1
117,93,1
22,19,1
5,13,1
20,137,1
102,116,1
21,7,1
102,4,1
5,107,1
95,118,1
58,6,1
3,48,1
89,90,1
82,39,1
71,0,1
68,167,1
130,17,1
38,15,1
123,139,1
42,94,1
86,152,1
59,139,1
100,9,1
169,75,1
42,87,1
48,165,1
187,0,1
104,89,1
171,54,1
39,30,1
28,45,1
88,92,1
162,89,1
55,83,1
130,133,1
126,14,1
9,176,1
26,158,1
75,5,1
140,107,1
166,33,1
38,18,1
63,6,1
77,113,1
62,92,1
116,17,1
12,165,1
17,109,1
132,69,1
61,109,1
79,91,1
25,65,1
123,36,1
152,37,1
23,86,1
177,51,1
58,127,1
139,60,1
25,103,1
69,122,1
97,92,1
152,8,1
122,132,1
151,12,1
88,167,1
112,135,1
104,37,1
60,52,1
8,81,1
177,43,1
11,51,1
148,83,1
110,119,1
98,11,1
30,175,1
59,26,1
88,54,1
61,96,1
72,11,1
124,91,1
33,70,1
132,94,1
148,7,1
9,86,1
58,35,1
65,46,1
143,60,1
30,53,1
9,101,1
83,8,1
73,82,1
6,53,1
24,6,1
164,40,1
131,127,1
11,112,1
97,19,1
82,35,1
12,22,1
51,96,1
31,149,1
112,110,1
32,39,1
67,148,1
164,21,1
5,72,1
109,15,1
38,87,1
3,5,1
24,86,1
119,145,1
131,101,1
187,22,1
42,67,1
133,6,1
73,22,1
48,31,1
133,66,1
87,106,1
22,48,1
79,44,1
21,137,1
125,31,1
172,12,1
22,132,1
24,171,1
41,183,1
5,134,1
100,35,1
186,1,1
109,36,1
132,134,1
76,110,1
164,70,1
43,156,1
119,141,1
173,60,1
182,9,1
67,132,1
8,78,1
90,88,1
102,28,1
154,95,1
47,72,1
34,28,1
80,123,1
96,36,1
151,29,1
78,90,1
34,137,1
143,57,1
118,81,1
87,133,1
4,160,1
149,16,1
74,78,1
127,85,1
96,69,1
154,48,1
88,47,1
149,54,1
154,95,1
69,153,1
28,108,1
48,110,1
140,86,1
121,145,1
137,57,1
163,1,1
128,127,1
36,155,1
104,91,1
68,127,1
13,155,1
105,130,1
10,159,1
56,165,1
5,93,1
4,76,1
88,0,1
10,53,1
39,26,1
136,114,1
4,11,1
160,28,1
23,99,1
56,24,1
48,13,1
164,1,1
21,124,1
144,86,1
49,181,1
87,84,1
121,136,1
22,98,1
18,5,1
119,46,1
94,133,1
132,81,1
57,91,1
14,97,1
135,41,1
137,95,1
109,64,1
24,72,1
1,51,1
66,163,1
63,114,1
24,28,1
110,61,1
161,15,1
5,54,1
20,181,1
124,123,1
118,26,1
130,20,1
110,103,1
171,50,1
59,41,1
77,112,1
96,126,1
163,21,1
50,135,1
138,66,1
36,38,1
111,57,1
89,34,1
33,49,1
36,50,1
12,110,1
94,76,1
53,131,1
64,80,1
105,37,1
67,20,1
100,159,1
170,76,1
23,84,1
74,9,1
140,66,1
64,131,1
38,90,1
157,43,1
147,31,1
116,78,1
153,41,1
128,82,1
2,25,1
101,131,1
69,44,1
147,8,1
84,131,1
89,83,1
112,30,1
74,129,1
13,118,1
116,12,1
64,125,1
3,136,1
76,146,1
177,5,1
154,81,1
71,107,1
130,130,1
75,55,1
37,90,1
164,45,1
126,98,1
131,47,1
161,35,1
70,161,1
88,130,1
102,124,1
139,5,1
87,77,1
172,13,1
19,79,1
185,39,1
26,165,1
166,15,1
174,58,1
114,50,1
18,68,1
32,98,1
116,29,1
19,170,1
178,50,1
151,3,1
4,71,1
98,59,1
151,5,1
55,19,1
133,80,1
48,114,1
28,120,1
89,3,1
132,7,1
40,141,1
112,7,1
144,95,1
93,7,1
91,50,1
11,79,1
56,105,1
67,159,1
47,42,1
46,16,1
28,145,1
148,45,1
34,10,1
103,154,1
106,143,1
